,person,pathway,animal,car,phone,sport,intelligent
103,0.21869119,-0.06621189,0.94166195,0.4081444,-0.24056955,-0.55118376,1.2792062
104,-1.211406,-0.47386134,-1.1903589,0.51155674,-0.7345501,2.0054069,-1.2702637
105,-0.17268077,-0.58371425,0.015060724,0.21173388,-1.3445244,-0.88855624,1.433315
106,-0.99382436,-0.2065295,-1.025514,-1.8606853,-0.62336516,-1.0102019,-0.5113807
107,-1.6552719,0.14763604,-0.23672672,-0.19570372,-0.16673228,-0.980149,-0.35061896
108,0.94038516,0.61867964,0.2082637,2.1187088,2.0818832,-0.74808705,-0.33368477
109,-1.2127173,0.28398037,-0.42756608,0.061250657,-1.2721308,1.756657,0.54064727
110,-1.7278339,0.29737285,-1.6997912,0.6642039,-1.2612379,-1.6915996,0.35607105
111,0.8444462,-0.59818685,0.29288122,-0.42635322,-0.21895552,-1.0838034,0.19599938
112,-0.3174036,0.7244888,-0.30625746,0.46138948,1.3403988,-1.8179227,-0.6148965
113,0.7252622,0.6331857,1.2634773,0.9946819,0.06100085,0.50217634,0.5911457
114,-0.66036296,-0.15554252,-1.9066911,1.1268444,-0.08531574,0.9516601,-0.528977
115,-0.6973239,-0.3498934,-0.45418736,-1.3809594,-0.6885729,-2.8488746,-0.55518293
116,-1.9323301,-0.18974559,0.5448181,0.78975433,0.3461061,0.27543202,0.99480546
117,0.34091228,-0.26589936,-0.1782675,0.68297815,-0.9256373,-1.0567372,0.17647459
118,1.2459451,0.68724585,1.4543647,0.57203424,-0.16751163,-0.19494711,0.13959141
119,-0.10358648,-0.32931384,0.1658808,-2.671532,-2.3678424,-0.29958886,0.15010285
120,0.014503116,-0.7379489,-0.47558254,0.9258966,-0.84562796,1.0867507,-0.646379
121,0.04644204,-0.060149368,0.49628118,0.69747114,0.70108217,0.57624847,-0.46765587
122,-2.1200483,-0.1699388,0.86626846,-0.75139123,-0.6058872,-0.0800553,0.33253178
123,-1.5317036,0.20784757,-1.9404933,-0.638867,0.085076705,0.59962606,0.3205435
124,-0.0630172,-0.6400364,-1.0495608,0.5945681,-0.88171005,1.1266223,-0.39631277
125,-1.3515625,-0.34825572,0.46208844,0.040742252,-0.7305708,-0.04822425,-1.1471208
126,0.4711671,0.7978482,0.7641132,-0.22767358,0.34205276,-0.123027325,1.7040328
127,0.7369212,0.23608567,0.386364,1.7494551,0.09126846,0.92628026,0.13602956
128,-0.2521973,-0.14280926,1.5962758,-0.76685715,-0.04152039,-1.1435215,0.61118543
129,1.1330506,0.056786947,0.29787713,0.10518708,0.51808625,1.3874408,-0.47929093
130,-1.3460633,0.43897712,0.34243038,-0.40179673,-0.4527048,0.05703667,1.0268209
131,1.8110209,-0.60766715,-0.025225518,1.2877871,-0.08523687,0.3364141,0.19900803
132,0.9993531,-0.04804158,-0.7517993,-0.08973469,0.26387376,-0.42325625,-0.92588884
133,1.9991578,0.06078179,2.5932078,0.20758729,0.31756163,0.92935693,1.6635531
134,-0.37217078,0.07591774,-0.27458555,-1.2275631,0.5162643,0.39364147,-0.058973543
135,-0.15060754,0.057602514,-0.23159705,-0.29784995,0.10287376,0.074362226,-0.79309154
136,0.19192098,-0.1703953,0.8315259,-0.8216736,-0.5846555,-0.19598858,1.5197432
137,-1.3281946,-0.064499736,-1.159533,-0.9857201,-0.92253846,0.6648004,-0.89865875
138,0.17823598,-0.16547684,0.8135886,0.7467539,0.08665005,2.0032814,0.62081134
139,-2.1678905,-0.38773447,-0.77196926,0.33998388,-0.6683523,0.35715482,-0.23327476
140,0.7177664,0.10180177,0.35288835,-1.8846527,-0.17710447,-0.4038078,0.36910605
141,-0.26532605,-0.06780175,-0.34524998,-0.091988154,-0.31009883,-1.7356843,-0.051701028
142,-0.8923223,0.01706539,-0.63280106,0.045287486,-0.427476,0.119289465,-0.9688344
143,1.380011,-0.21387899,0.64071685,0.79601836,0.36463544,-0.64102185,-0.170517
144,-0.67686176,-0.37399203,-0.82512736,0.8015822,0.21215849,-0.16955467,-1.2831899
145,-0.95927954,-0.091889225,0.10748283,-1.1412308,-1.6660961,-0.22978474,-0.49283406
146,-0.2746446,0.0680687,1.0249859,-0.5334116,0.25900337,-1.1701188,-1.202254
147,0.9224025,0.2439378,0.33658725,0.19984147,0.03052976,0.8744586,1.4699867
148,1.4558679,-0.18886279,-1.7830971,0.73267204,0.19325814,0.93137544,-0.12008844
149,0.48810002,-0.32104307,0.92552996,1.5485425,0.30134037,0.97330946,-0.55309045
150,3.0376384,-0.2411669,0.7705075,1.1739633,0.32294568,1.603342,0.6237498
151,0.037117627,-0.4369338,2.2531846,-0.036393393,-0.8970601,-0.8449395,0.33034393
152,1.8363024,-0.026628627,0.23522584,-1.533722,0.25842676,0.49362394,-0.16563317
153,0.30079025,0.27118888,0.03647536,0.13384527,0.5882488,1.0607244,0.42167568
154,1.6429484,-0.07285685,2.7359402,-0.32009876,-0.03315869,2.5827606,0.6851527
155,1.3782084,-0.11794472,0.50687057,-1.1741198,-1.1414888,0.23713106,0.35336396
156,-1.5751054,0.05167746,0.21155608,-0.7099628,-0.36665154,-0.12707826,0.6216951
157,0.078800924,-0.18250012,0.046214044,0.44345555,-0.19429018,0.5126528,0.65576625
158,-1.5500977,-0.60999274,0.22350511,-0.91164815,-0.33223823,0.53682905,-0.6107874
159,0.17779785,-0.4875911,-0.4516501,0.40999907,0.43280476,2.7487543,-0.39694366
160,-0.7661268,-0.12366567,-0.78167194,-0.62049174,-0.3187696,-0.3057598,-0.36196202
161,0.34994793,-0.30344498,-0.27390447,-0.43130144,0.47545433,1.1070515,0.7231311
162,1.9027652,0.060010266,-0.10318493,1.4378191,0.15597998,1.2033166,0.4925467
163,-0.67140436,0.24698722,-0.90890425,0.9162787,0.14669435,0.05410892,-0.5004284
164,-2.3822572,0.3848668,-1.4602247,-0.6457869,-1.1685905,-0.9891511,-0.43477097
165,-1.6135254,-0.3841757,0.62171274,-0.58144367,-0.6074083,0.8337049,-0.5831219
166,-0.18740553,0.11094733,-0.41425246,1.4976993,1.1912864,1.3185681,0.019107265
167,2.5160542,-0.090877175,-1.0551583,-0.47477812,0.17181922,-0.42636457,1.450001
168,-0.081677005,-0.15611729,1.3022759,-2.5296254,-1.7472073,-1.0504236,-0.10018145
169,-1.9541053,0.267433,-1.4482566,-0.47462514,0.19357982,-1.3870261,-0.74057794
170,0.24423105,0.6784225,1.9289117,0.8307611,0.380428,0.3679422,0.99854165
171,0.64252186,-0.19011681,0.7019709,0.51259065,-0.15512519,-0.4167063,-0.5902847
172,2.154799,0.24945621,0.050786216,-3.8314555,-1.4385258,-1.1273609,0.023247045
173,0.83257127,0.28159887,0.6701073,-1.0155188,0.5150378,-0.28429693,-0.24400766
174,-1.2362885,0.33279997,-0.3594049,-1.0819421,-0.05203793,0.80930763,0.27144563
175,0.45581695,0.059075437,0.36723375,0.52632517,0.78527033,-0.6460092,0.20652592
176,0.4813857,-0.017591823,0.34933922,-0.040980384,0.1425702,-0.9078298,0.51880443
177,-0.2329863,0.220604,0.028890662,2.0627215,0.3755487,0.91763055,0.017759928
178,0.48115796,-0.149855,0.062065013,-0.1347143,-0.41419065,0.5064782,0.37956882
179,-0.20158215,-0.16555126,0.8309595,1.2915491,0.40280864,0.25664937,-0.10248039
180,1.955129,-0.48109698,-0.5987612,-1.0061214,0.9671589,-1.1245142,-0.019351808
181,2.1592183,0.13527188,1.8753626,0.4514779,-0.060165357,0.26842162,0.6736645
182,0.0903031,0.041204385,2.8330984,-1.0691236,-0.878923,0.06362689,1.6363602
183,-0.35640725,0.094463825,0.45232698,-0.4012115,-0.64835846,0.6244611,-0.73928493
184,0.33894712,-0.3484406,-1.3728805,0.97091347,0.57085174,0.31041133,0.39481202
185,-0.32236865,-0.097301885,-0.94421804,0.01891851,0.046147782,-1.3421073,0.27646822
186,-0.9319911,-0.83779854,0.59090054,-0.23595983,-0.90730804,0.39877957,-0.9037201
187,0.40863073,-0.15148611,1.2273937,0.9058245,0.15798718,-0.34297898,-0.23501593
188,0.2969916,0.19103566,1.7623065,-0.07240046,-0.4858197,1.1901622,0.9181063
189,-1.8857352,-0.1903389,0.106673904,-0.44338143,-0.37259325,1.2248529,-0.15572432
190,-1.8903891,-0.11224719,0.0887773,-0.9495476,-0.21070936,-0.30963784,0.07994355
191,0.07069503,-0.3608504,0.49149954,0.6546673,-0.7114168,-0.0019692064,-0.6599187
192,1.9868844,0.41956246,1.9817427,-0.82024735,0.21900548,-0.3471675,0.096580915
193,0.69513947,-0.33728862,0.4734186,0.16509968,1.2726465,0.3767607,-0.40040684
194,0.18526766,0.050372083,0.35107738,-0.87488586,0.7689894,0.21387048,1.3118935
195,-1.443353,-0.36740485,0.35789004,0.83655435,-0.41219768,0.16981961,-0.3448249
196,-0.8895505,0.074014135,-1.0201694,0.007441126,0.07558945,1.0940064,-0.638573
197,-0.39868936,0.89029014,1.286668,0.85452473,0.27434456,1.0305837,-0.678558
198,2.2522771,-0.14557621,0.6344403,0.80023396,0.68470055,0.36168092,1.2708935
199,-0.8945048,-0.53447264,-1.6855441,1.2238172,-0.31297553,1.7496035,0.17914312
200,-1.2251118,-0.31542248,0.23154159,-2.5274987,-0.6437525,-2.4473255,-0.9141916
201,-2.2745428,-0.18254781,-0.44873425,0.6880462,-0.34240142,0.8929724,0.7816707
202,-0.5146043,-1.1106325,-0.24002956,-0.5176638,0.5445874,-0.7706833,1.4245973
203,-0.09219466,-0.2831852,0.006013253,-0.08699689,0.9049644,-0.9152346,-0.7009144
204,0.7440894,0.39904672,-0.4973075,-1.1419466,-0.5184888,-0.35391328,0.21264474
205,1.5170239,-0.098768435,-0.4528111,-0.24156682,-0.21468064,1.2142588,-0.061908234
206,0.034871,0.32145485,0.2533321,0.6723785,-1.3500854,-0.9835211,-0.47266665
207,0.99938565,0.1496251,0.122797646,0.8956687,0.6116951,-0.13878785,0.64079344
208,0.6575307,-0.72567654,-0.9232644,0.965701,0.78125554,1.042569,-0.2849996
209,0.00246057,-0.023209004,0.100634575,-0.022041956,0.099139996,1.1405319,0.3460481
210,1.1826074,-0.32271826,0.9520215,-1.1951951,-0.96470094,-0.74383533,1.4389273
211,1.8787488,0.5886066,1.4814329,-0.85356885,0.11646432,-0.035288498,1.8591428
212,0.30330136,0.0796142,0.9193715,-0.64948237,0.034223996,1.0401583,-0.808494
213,-1.2681038,0.49527228,0.79832035,-0.43026227,-0.71490765,-0.8599443,0.17272548
214,0.81792074,0.31551093,-0.67121464,0.94312465,1.4149718,2.037561,-0.32435513
215,0.28678837,0.5195953,-1.0147593,-0.5722438,0.9170046,0.248392,-0.3107895
216,-2.1509283,0.14157419,-0.33051008,-0.6609694,-1.1011132,-1.3439422,0.96373695
217,-0.33061513,0.05023624,0.06968626,-1.0866424,-0.8320855,0.55470043,-0.7255598
218,-2.2839153,-0.41191313,-0.41127652,-0.37644672,-0.7286305,-0.6675434,-0.7052687
219,3.1223452,0.03093755,0.8715385,1.3068159,0.10943076,1.3404382,1.4501107
220,-0.4851191,0.123317905,-1.5581646,1.1618987,1.125102,0.505571,-1.5918559
221,2.1008782,-0.5277614,-1.8906755,-1.7399058,-0.5230677,-2.4486377,0.45636517
222,1.9844517,0.15788282,0.3132115,0.6000847,0.43022373,0.9251933,0.51303077
223,-1.4768858,0.095280685,-2.8362556,-0.17272048,0.33467728,-0.30752614,-1.9537262
224,-0.38575318,0.06546081,-1.5297866,0.15921906,0.7492214,0.84565735,0.46798
225,-1.0661979,-0.26566076,-2.885378,-1.8330607,-0.21239206,-1.1797117,0.4054562
226,-0.57562447,-0.6124705,-1.0274163,-0.33308053,-0.37758508,1.2365018,0.35087666
227,0.8929938,0.119898416,0.11657284,-1.6216248,0.27977443,0.19216384,1.3840312
228,0.20958509,-0.29356152,-2.1098723,1.0322688,-0.138393,-0.29029432,-1.4520752
229,1.3560466,0.26242226,-0.4598304,-1.1252743,0.32942295,-0.8596035,0.3352552
230,0.1112663,0.63138956,0.84160745,-0.3097903,0.009955791,0.23887761,-0.11678151
231,-0.36909154,-0.2913241,-0.062904164,0.4988302,0.6485609,0.9606626,1.2978259
232,0.7502249,-0.08752576,-0.8204803,-0.32911694,0.2721969,1.0132688,-1.2412627
233,-0.20845728,-0.07856347,0.72989106,-0.41985604,0.572878,1.2806222,-0.1865418
234,1.1853485,0.7957926,0.65676445,0.42468864,0.3648399,-0.6220142,-0.19824211
235,-0.48327416,0.6658126,0.9156711,-0.6706929,-0.83163434,-0.9591508,0.59554756
236,-1.2393081,0.13228922,-1.3321118,0.48917678,0.1861233,-0.4750986,1.3678755
237,0.38810697,-0.44478372,-0.56537485,0.30740985,0.534935,-0.81729066,-0.30208185
238,0.6090148,-0.40841073,-1.4113071,-0.5689763,-0.92564166,0.65637535,-0.54868287
239,-0.7423862,0.35329774,0.40633836,0.8490279,-0.2693048,0.10083113,-0.69819087
240,0.84671026,0.5474413,0.4362153,0.9783195,0.075519584,-0.74827665,1.1936494
241,-1.4714618,-0.087348744,-1.6120893,-1.485591,-0.4359056,0.42427078,-0.077319175
242,0.541583,0.425046,2.3223317,0.008997421,-0.523293,0.26565212,1.2669832
243,-0.47456935,-0.45922837,-0.7913323,1.2540439,1.1680158,0.73794407,-1.1526245
244,0.67534286,-0.30058038,-1.2920676,-0.68362,-0.046401583,-0.8211741,0.5550577
245,0.5612315,-0.09837569,-0.1566223,-0.15122661,-0.29180452,0.8240114,-0.9043989
246,-0.33930677,-0.56827974,-0.51772803,1.8042636,1.5925566,-0.97378594,-0.83937687
247,1.3863591,-0.831712,-1.3495958,0.17060779,0.13555004,0.17342176,0.04398087
248,0.35076973,0.1157433,0.4358415,1.2094254,0.768745,0.4574465,-1.0209831
249,0.80544966,0.036570262,1.6347045,-1.941946,-1.0035188,1.7363015,0.67108315
250,0.43523446,0.22272915,0.27452576,0.05722726,0.40313604,-0.57075226,-0.22049148
251,1.6153238,-0.45858496,0.6651467,0.6651011,0.14002898,0.5620945,0.5528521
252,-0.07706788,-0.18587908,-1.5813535,-0.1713991,0.6809714,0.23949382,0.3530056
253,-1.5829169,0.23249754,1.3514774,0.15637077,0.29555634,-0.123701245,0.99749184
254,-0.2132477,0.2852439,-0.6857339,0.6749964,1.3691835,-0.72929937,-0.65032583
255,2.6396556,0.6800281,1.1541134,1.0732108,0.11087589,1.3270416,0.57432705
256,0.47305816,0.2787127,-1.329033,1.0953645,0.7366332,0.05748982,-0.039708596
257,-1.5998409,0.114893235,1.0448996,0.15500435,0.49891898,-1.3064901,0.860257
258,1.2448049,-0.55252403,0.046108346,-1.5303432,-0.32634127,-1.7697155,0.32251078
259,2.1012387,-0.123649575,-0.86849385,1.1194564,0.46992025,0.33166635,0.36039641
260,-1.3006287,0.45721394,-0.46295822,0.73874897,-0.73160845,0.13779785,-0.5510024
261,1.2618539,-0.018103445,-0.16506664,1.4911635,1.1243643,1.6346726,-0.7453341
262,-1.444655,-0.034643088,0.36592266,0.59972507,0.41801044,0.1900598,-0.432353
263,-0.9378562,0.61996526,1.0690546,-0.77393746,-0.02178621,0.61813444,-0.47737908
264,-0.054376375,0.31242543,-0.89662147,-1.3206111,0.5370241,-2.177425,0.65713596
265,-1.4455475,0.30220327,0.64959127,0.3289306,-0.44494477,1.0813248,-0.44012895
266,2.12898,0.014043089,1.0986755,-0.6419205,-0.35871485,0.7732145,0.5084307
267,0.38145435,-0.7584302,-0.055473648,1.5540804,-0.43406746,0.7050575,-0.16522798
268,0.57484204,-0.17011522,-0.2263385,-0.428959,0.27744985,-0.52854353,-0.27026048
269,-1.4247898,-0.059692618,0.082000874,-1.0457263,-1.38572,-1.305983,-0.59000117
270,-0.13388099,0.34092632,0.4955234,-0.62920046,1.4142383,-0.61679643,0.061444547
271,-1.3578198,0.13339283,0.2943613,0.4891064,0.38601905,-1.1043717,-0.4178132
272,0.7955446,0.85105675,0.7314763,1.327885,1.3120619,0.8449962,1.1087434
273,-1.1612763,0.2661755,0.056929477,-0.45560318,-1.0128341,-0.23094259,-0.40864357
274,1.9840497,-0.96469975,1.4411978,1.1517917,-1.6844345,0.77089185,0.6893759
275,-0.9540755,1.1576017,0.5838226,-0.9302555,1.9709725,-0.40845317,0.1181523
276,-0.20520079,0.1595382,0.20254487,0.65558344,0.47860935,1.8442549,-1.0312066
277,2.1131127,-0.34974852,-0.52503157,1.2980237,-0.29696882,1.8819994,-0.34548506
278,-0.21773082,-0.8106565,0.8754742,-0.011345753,-0.8498563,-0.7402426,0.4595782
279,1.0699569,0.42895406,0.31235862,0.026488865,0.7269523,0.99908024,0.05319508
280,-0.39120957,-0.17772195,1.4470887,-1.3288792,-0.6525575,-0.11954778,-0.056749918
281,1.0449473,0.040113874,1.284787,-1.4985168,-0.2675615,-2.4219446,0.6413365
282,0.92207026,-0.5203279,-0.27976534,1.1046106,0.5405505,1.0948274,0.79442394
283,-1.5591716,-0.27020982,-1.5874741,-0.18396747,-0.64888877,-0.9612466,0.4431722
284,-0.08798693,-0.053307902,-1.9292108,-0.95891476,-0.8230935,0.4225621,-0.8524142
285,-0.912983,-0.049247254,0.3736041,-1.077023,0.06259018,-0.6775467,1.4558856
286,-0.9280558,0.5588243,-1.5622767,0.607912,-0.21139015,1.9103304,0.33692133
287,-0.34064293,-0.20377511,1.4799083,1.11313,0.5939625,-0.4233902,-0.09310825
288,-0.4793134,0.6415172,0.18172051,-0.10072874,-0.9892835,0.8837868,-1.4530339
289,-0.4429055,-0.4321874,-0.8199545,0.01707316,0.5452655,0.41336346,-0.65482193
290,-0.88020563,0.28029773,-1.4251691,0.27972904,-0.9058706,0.3718899,-0.9545631
291,0.73991454,-0.20560414,-1.0176138,1.6086605,-0.0511263,1.2140317,0.65739596
292,-2.166085,0.01993996,0.41703662,1.0126082,-0.42691824,0.2440763,-1.4369844
293,-1.1891441,0.1038057,-0.9514395,1.9683596,0.6087476,-0.2227236,-0.05152023
294,-1.0889119,-0.43129027,-1.3280218,0.25068277,-0.77967775,-1.1675826,-0.5104961
295,-0.45037526,-0.12700936,0.14280306,-0.7398242,-0.36237064,-0.31898144,-0.9292054
